# export 2026-07-04T00:00:00Z from NVR-1; motion index per camera; retention 7 days (older footage overwritten)
timestamp,camera,motion_score
2026-07-03T14:52:00Z,CORR-C,87
2026-07-03T15:22:00Z,CORR-B,17
2026-07-03T15:45:00Z,CORR-D,6
2026-07-03T16:05:00Z,CORR-C,12
2026-07-03T16:16:00Z,CORR-C,17
2026-07-03T17:10:00Z,CORR-D,10
2026-07-03T17:16:00Z,CORR-A,13
2026-07-03T17:57:00Z,CORR-F,45
2026-07-03T17:59:00Z,CORR-E,52
2026-07-03T18:00:00Z,CORR-D,64
2026-07-03T18:01:00Z,CORR-E,85
2026-07-03T18:02:00Z,CORR-F,74
2026-07-03T18:05:00Z,CORR-A,82
2026-07-03T18:05:00Z,CORR-D,52
2026-07-03T18:09:00Z,CORR-B,83
2026-07-03T18:09:00Z,CORR-F,75
2026-07-03T18:46:00Z,CORR-E,18
2026-07-03T18:54:00Z,CORR-D,16
2026-07-03T19:00:00Z,CORR-D,9
2026-07-03T19:04:00Z,CORR-F,6
2026-07-03T19:49:00Z,CORR-A,17
2026-07-03T19:55:00Z,CORR-A,15
2026-07-03T20:32:00Z,CORR-B,17
2026-07-03T21:01:00Z,CORR-C,84
2026-07-03T21:05:00Z,CORR-A,84
2026-07-03T21:08:00Z,CORR-C,59
2026-07-03T21:09:00Z,CORR-A,83
2026-07-03T21:13:00Z,CORR-C,56
2026-07-03T21:13:00Z,CORR-E,69
2026-07-03T21:51:00Z,CORR-F,15
2026-07-03T22:17:00Z,CORR-D,8
2026-07-03T22:29:00Z,CORR-B,5
2026-07-03T22:40:00Z,CORR-F,11
2026-07-03T23:16:00Z,CORR-A,14
