# export 2026-04-10T00:00:00Z from NVR-1; motion index per camera; retention 7 days (older footage overwritten)
timestamp,camera,motion_score
2026-04-09T06:26:00Z,CORR-D,11
2026-04-09T07:03:00Z,CORR-A,19
2026-04-09T07:05:00Z,CORR-E,8
2026-04-09T07:47:00Z,CORR-D,19
2026-04-09T08:24:00Z,CORR-B,7
2026-04-09T09:24:00Z,CORR-C,12
2026-04-09T09:32:00Z,CORR-A,35
2026-04-09T09:33:00Z,CORR-E,58
2026-04-09T09:34:00Z,CORR-F,40
2026-04-09T09:36:00Z,CORR-C,73
2026-04-09T09:36:00Z,CORR-F,35
2026-04-09T09:37:00Z,CORR-A,58
2026-04-09T09:37:00Z,CORR-E,76
2026-04-09T09:40:00Z,CORR-A,77
2026-04-09T09:41:00Z,CORR-C,78
2026-04-09T09:45:00Z,CORR-F,5
2026-04-09T09:54:00Z,CORR-B,55
2026-04-09T09:55:00Z,CORR-B,57
2026-04-09T09:55:00Z,CORR-F,6
2026-04-09T10:03:00Z,CORR-B,41
2026-04-09T10:09:00Z,CORR-D,59
2026-04-09T10:11:00Z,CORR-B,78
2026-04-09T10:11:00Z,CORR-C,87
2026-04-09T10:13:00Z,CORR-F,49
2026-04-09T10:16:00Z,CORR-A,71
2026-04-09T10:18:00Z,CORR-F,35
2026-04-09T10:19:00Z,CORR-C,59
2026-04-09T10:20:00Z,CORR-A,55
2026-04-09T10:22:00Z,CORR-C,51
2026-04-09T10:25:00Z,CORR-D,5
2026-04-09T10:27:00Z,CORR-A,66
2026-04-09T10:31:00Z,CORR-B,50
2026-04-09T10:36:00Z,CORR-D,73
2026-04-09T10:46:00Z,CORR-E,44
2026-04-09T12:02:00Z,CORR-C,5
2026-04-09T12:15:00Z,CORR-C,68
2026-04-09T12:17:00Z,CORR-A,73
2026-04-09T12:17:00Z,CORR-E,72
2026-04-09T12:22:00Z,CORR-C,79
2026-04-09T12:24:00Z,CORR-A,66
2026-04-09T12:29:00Z,CORR-A,64
2026-04-09T12:29:00Z,CORR-C,56
2026-04-09T12:31:00Z,CORR-A,12
2026-04-09T13:11:00Z,CORR-A,7
2026-04-09T15:04:00Z,CORR-B,73
2026-04-09T15:08:00Z,CORR-B,60
2026-04-09T15:11:00Z,CORR-B,35
2026-04-09T15:14:00Z,CORR-F,11
2026-04-09T15:19:00Z,CORR-B,48
2026-04-09T17:26:00Z,CORR-B,72
2026-04-09T17:26:00Z,CORR-F,61
2026-04-09T17:27:00Z,CORR-D,72
2026-04-09T17:30:00Z,CORR-F,70
2026-04-09T17:32:00Z,CORR-D,84
2026-04-09T17:33:00Z,CORR-A,66
2026-04-09T17:33:00Z,CORR-B,54
2026-04-09T17:34:00Z,CORR-E,86
2026-04-09T17:37:00Z,CORR-D,43
2026-04-09T17:52:00Z,CORR-C,11
2026-04-09T19:20:00Z,CORR-F,7
2026-04-09T19:58:00Z,CORR-D,15
2026-04-09T20:05:00Z,CORR-A,52
2026-04-09T20:10:00Z,CORR-B,82
2026-04-09T20:12:00Z,CORR-A,74
2026-04-09T20:13:00Z,CORR-C,72
2026-04-09T20:13:00Z,CORR-D,48
2026-04-09T20:15:00Z,CORR-A,80
2026-04-09T20:15:00Z,CORR-B,37
2026-04-09T20:15:00Z,CORR-D,64
2026-04-09T20:19:00Z,CORR-C,84
2026-04-09T20:19:00Z,CORR-F,43
2026-04-09T20:21:00Z,CORR-E,38
2026-04-09T20:21:00Z,CORR-F,79
2026-04-09T20:24:00Z,CORR-C,38
2026-04-09T20:40:00Z,CORR-E,13
2026-04-09T20:46:00Z,CORR-E,6
2026-04-09T21:02:00Z,CORR-E,54
2026-04-09T21:04:00Z,CORR-C,41
2026-04-09T21:05:00Z,CORR-F,63
2026-04-09T21:08:00Z,CORR-D,79
2026-04-09T21:10:00Z,CORR-F,57
2026-04-09T21:13:00Z,CORR-D,65
2026-04-09T22:14:00Z,CORR-B,7
2026-04-09T23:25:00Z,CORR-E,44
2026-04-09T23:30:00Z,CORR-E,16
2026-04-09T23:33:00Z,CORR-B,14
