# export 2026-04-14T00:00:00Z from NVR-1; motion index per camera; retention 7 days (older footage overwritten)
timestamp,camera,motion_score
2026-04-13T15:15:00Z,CORR-B,79
2026-04-13T15:15:00Z,CORR-F,79
2026-04-13T15:20:00Z,CORR-C,57
2026-04-13T15:23:00Z,CORR-D,10
2026-04-13T15:32:00Z,CORR-E,15
2026-04-13T15:35:00Z,CORR-D,19
2026-04-13T15:41:00Z,CORR-B,18
2026-04-13T16:43:00Z,CORR-F,8
2026-04-13T17:04:00Z,CORR-B,16
2026-04-13T17:58:00Z,CORR-A,44
2026-04-13T17:59:00Z,CORR-E,66
2026-04-13T18:00:00Z,CORR-D,74
2026-04-13T18:01:00Z,CORR-F,84
2026-04-13T18:03:00Z,CORR-C,74
2026-04-13T18:06:00Z,CORR-A,52
2026-04-13T18:06:00Z,CORR-E,47
2026-04-13T18:07:00Z,CORR-D,60
2026-04-13T18:09:00Z,CORR-D,64
2026-04-13T18:09:00Z,CORR-E,35
2026-04-13T18:12:00Z,CORR-C,85
2026-04-13T19:03:00Z,CORR-B,19
2026-04-13T19:10:00Z,CORR-A,18
2026-04-13T19:52:00Z,CORR-F,17
2026-04-13T20:00:00Z,CORR-E,15
2026-04-13T20:24:00Z,CORR-B,10
2026-04-13T20:32:00Z,CORR-E,19
2026-04-13T20:32:00Z,CORR-F,9
2026-04-13T20:53:00Z,CORR-F,8
2026-04-13T21:20:00Z,CORR-D,13
2026-04-13T21:23:00Z,CORR-E,5
2026-04-13T23:48:00Z,CORR-E,18
